"city","state","zip","lat","long","id_geolocation","population"
West Columbia,SC,29170,33.9568,-81.1405,1018,52126
Bryn Mawr,PA,19010,40.0236,-75.3295,1019,21103
Wilmington,DE,19807,39.7949,-75.6161,1020,215619
Olean,NY,14760,42.0821,-78.426,1021,18775
Newburgh,IN,47630,37.9637,-87.3938,1022,34423
Fairfax,VA,22030,38.8458,-77.3242,1023,151929
Chanute,KS,66720,37.6749,-95.457,1024,11299
Philadelphia,PA,19135,40.0247,-75.0518,1025,1526206
Warwick,NY,10990,41.2656,-74.3604,1026,20631
Huntington,NY,11743,40.8676,-73.4102,1027,42230
Lakeland,FL,33813,27.9611,-81.9398,1028,237282
Waveland,IN,47989,39.902,-87.0178,1029,1281
Social Circle,GA,30025,33.6791,-83.6835,1030,9270
Fort Collins,CO,80524,40.5986,-105.0581,1031,175625
Raleigh,NC,27613,35.8949,-78.7051,1032,489514
Leesburg,FL,34748,28.808,-81.8858,1033,55765
Ghent,MN,56239,44.5078,-95.8936,1034,596
Mount Pleasant,SC,29466,32.8674,-79.8049,1035,72374
Huntsville,AL,35803,34.6205,-86.551,1036,190178
Monroe,LA,71201,32.5286,-92.1061,1037,86622
Columbia,TN,38401,35.6156,-87.038,1038,54469
Pensacola,FL,32506,30.4129,-87.3092,1039,254917
Baldwinsville,NY,13027,43.162,-76.3237,1040,31637
Saint Louis,MO,63123,38.5476,-90.3241,1041,927396
Sharpsburg,GA,30277,33.4013,-84.654,1042,20270
El Monte,CA,91731,34.0791,-118.0371,1043,90977
Baltimore,MD,21239,39.361,-76.5891,1044,635495
Williamstown,KY,41097,38.6292,-84.5744,1045,7349
Lake Elsinore,CA,92530,33.6598,-117.3485,1046,68860
Dearborn Heights,MI,48127,42.3353,-83.2864,1047,57774
Snowmass Village,CO,81615,39.2212,-106.932,1048,2839
Linn,MO,65051,38.4739,-91.8194,1049,4874
Dillon,CO,80435,39.5952,-105.9741,1050,7278
Sturgis,SD,57785,44.3692,-103.3617,1051,9377
Atlanta,GA,30341,33.8879,-84.2905,1052,900273
Orlando,FL,32807,28.5515,-81.3051,1053,878243
Shelbyville,TN,37160,35.4863,-86.4624,1054,32744
Elm Mott,TX,76640,31.6725,-97.1138,1055,3005
Torrance,CA,90505,33.8106,-118.3507,1056,174353
Howard,OH,43028,40.4158,-82.3334,1057,7537
Des Moines,IA,50315,41.5444,-93.6192,1058,222785
Newark,DE,19702,39.6349,-75.6993,1059,138967
Sonora,CA,95370,37.9957,-120.3368,1060,26803
Washington,DC,20020,38.86,-76.9742,1061,601723
Allentown,PA,18103,40.5891,-75.4645,1062,166081
Medina,OH,44256,41.1404,-81.8584,1063,62039
Phoenix,AZ,85037,33.4913,-112.2468,1064,1312922
Philadelphia,PA,19143,39.9448,-75.2288,1065,1526206
Miami,FL,33131,25.7629,-80.1895,1066,1737737
Rochester,NY,14624,43.1216,-77.7311,1067,478127
Daytona Beach,FL,32127,29.1135,-80.9765,1068,145713
Two Harbors,MN,55616,47.0394,-91.6783,1069,6994
Lock Haven,PA,17745,41.1425,-77.4436,1070,19063
Ankeny,IA,50023,41.7194,-93.6266,1071,49581
Tempe,AZ,85282,33.3917,-111.9249,1072,167311
Parkston,SD,57366,43.3978,-97.9678,1073,2228
Schwenksville,PA,19473,40.2471,-75.4602,1074,15726
Greer,SC,29651,34.9453,-82.2209,1075,75476
Cleveland,OH,44120,41.4714,-81.5839,1076,769341
Sunnyside,WA,98944,46.3213,-120.0126,1077,22014
Bloomfield Hills,MI,48302,42.5848,-83.2821,1078,45496
Troy,NY,12182,42.7829,-73.6648,1079,70959
Miami,FL,33182,25.7877,-80.4166,1080,1737737
Milwaukee,WI,53211,43.082,-87.8895,1081,817312
Indianapolis,IN,46259,39.667,-85.9981,1082,910148
Sandy Hook,CT,6482,41.4087,-73.2485,1083,11557
New Braunfels,TX,78130,29.7229,-98.0742,1084,78685
Fort Lauderdale,FL,33309,26.1817,-80.1746,1085,711693
Salem,OR,97302,44.9039,-123.0445,1086,249657
Pipestone,MN,56164,43.9893,-96.2652,1087,5969
Burton,MI,48509,43.0259,-83.6041,1088,27206
Marshall,TX,75670,32.5338,-94.3619,1089,34387
Miami,FL,33165,25.7343,-80.3588,1090,1737737
Frederick,MD,21704,39.3455,-77.3832,1091,120323
West Fargo,ND,58078,46.8907,-96.9258,1092,26321
Lakeview,OR,97630,42.1854,-120.3775,1093,5096
Winnsboro,SC,29180,34.381,-81.109,1094,14267
Laredo,TX,78043,27.5879,-99.2176,1095,248858
Aurora,IL,60504,41.7523,-88.2453,1096,206095
Los Indios,TX,78567,26.0417,-97.6937,1097,533
Washington,DC,20011,38.9518,-77.0203,1098,601723
Novi,MI,48375,42.4604,-83.4577,1099,51094
Katy,TX,77493,29.8678,-95.8298,1100,250975
Hopewell Junction,NY,12533,41.5603,-73.7939,1101,25307
Tulare,CA,93274,36.2022,-119.338,1102,69721
Houston,TX,77064,29.919,-95.5569,1103,2906700
Brooklyn,NY,11233,40.6784,-73.9211,1104,2504700
Collegeville,PA,19426,40.1913,-75.4373,1105,38831
Compton,CA,90222,33.9099,-118.2357,1106,134901
Waxahachie,TX,75167,32.3773,-96.9162,1107,46402
Pompano Beach,FL,33060,26.2315,-80.1235,1108,425636
Spring,TX,77373,30.0532,-95.3773,1109,316665
Chatfield,MN,55923,43.8362,-92.1574,1110,4469
Donna,TX,78537,26.1671,-98.0529,1111,39454
Ann Arbor,MI,48105,42.3042,-83.7068,1112,158345
Ukiah,CA,95482,39.1552,-123.1951,1113,31808
San Francisco,CA,94132,37.7211,-122.4754,1114,805301
Newport,NC,28570,34.7551,-76.9069,1115,21432
South Bend,IN,46619,41.6674,-86.3153,1116,145459
Markham,TX,77456,28.9547,-96.0928,1117,1303
West Brookfield,MA,1585,42.2441,-72.1511,1118,4554
Reading,MA,1867,42.528,-71.109,1119,23956
Hartford,CT,6106,41.7498,-72.6947,1120,123919
Las Vegas,NV,89120,36.0914,-115.0885,1121,1417793
Alpena,MI,49707,45.079,-83.4602,1122,22701
Park Falls,WI,54552,45.9363,-90.4246,1123,4416
Warrington,PA,18976,40.2464,-75.1354,1124,19795
Irving,TX,75062,32.8479,-96.974,1125,217883
Franklin,TN,37067,35.9121,-86.7655,1126,90669
Henrietta,TX,76365,33.8196,-98.26,1127,4831
South Bend,IN,46613,41.6546,-86.2479,1128,145459
Omaha,NE,68130,41.2355,-96.1688,1129,518429
Houston,PA,15342,40.2425,-80.2209,1130,4818
Montverde,FL,34756,28.5972,-81.6794,1131,3006
Houston,TX,77099,29.6709,-95.5866,1132,2906700
Sheridan,MT,59749,45.423,-112.1735,1133,1513
Pflugerville,TX,78660,30.4421,-97.6299,1134,68789
Taylorsville,NC,28681,35.901,-81.2124,1135,25910
Amherst,OH,44001,41.3617,-82.2538,1136,20769
El Cajon,CA,92020,32.7928,-116.9665,1137,165433
Canton,OH,44703,40.8098,-81.3814,1138,192805
New York City,NY,10021,40.7685,-73.9588,1139,1577385
South Richmond Hill,NY,11419,40.6868,-73.823,1140,47211
Fort Worth,TX,76133,32.6526,-97.3758,1141,813980
Canon City,CO,81212,38.4451,-105.2178,1142,29742
Plant City,FL,33563,28.013,-82.1339,1143,74490
Zuni,NM,87327,35.0684,-108.8336,1144,7883
Madison,FL,32340,30.4802,-83.4067,1145,11808
Gulfport,MS,39503,30.4601,-89.0886,1146,83530
Lexington,NE,68850,40.785,-99.7515,1147,12295
Porterville,CA,93257,36.0686,-119.0315,1148,77050
Uxbridge,MA,1569,42.0744,-71.6329,1149,13569
Ladera Ranch,CA,92694,33.5472,-117.6238,1150,21944
Union Furnace,OH,43158,39.4338,-82.3667,1151,268
Waynesburg,PA,15370,39.8917,-80.1795,1152,14870
Westminster,CO,80031,39.8753,-105.0345,1153,49261
Eureka Springs,AR,72632,36.4175,-93.7379,1154,8158
Sioux City,IA,51104,42.5254,-96.4005,1155,85884
Askov,MN,55704,46.1964,-92.7528,1156,1128
Ithaca,NY,14850,42.4028,-76.484,1157,66641
Dover,FL,33527,27.992,-82.2138,1158,15203
Hamburg,NY,14075,42.7334,-78.8389,1159,41937
O Fallon,MO,63366,38.8239,-90.7427,1160,89535
Madera,CA,93637,36.9403,-120.082,1161,98719
Trinity,TX,75862,30.942,-95.3403,1162,10091
Irvington,AL,36544,30.4802,-88.2396,1163,12476
Harrisburg,PA,17103,40.2724,-76.861,1164,165527
La Porte,TX,77571,29.6884,-95.0513,1165,35666
Murrieta,CA,92562,33.5631,-117.2738,1166,115971
Yelm,WA,98597,46.9206,-122.588,1167,21557
Zachary,LA,70791,30.6561,-91.1358,1168,24918
Columbus,OH,43229,40.0839,-82.9726,1169,783285
Mountlake Terrace,WA,98043,47.7933,-122.3076,1170,19943
Trenton,NJ,8610,40.2016,-74.705,1171,270100
Cicero,IN,46034,40.1298,-86.0381,1172,6730
Roanoke,VA,24014,37.2327,-79.9463,1173,165571
Douglasville,GA,30135,33.6989,-84.7454,1174,105268
West Bloomfield,MI,48322,42.5424,-83.3793,1175,66323
New Paris,IN,46553,41.4917,-85.8338,1176,3428
Clarkston,MI,48348,42.7605,-83.404,1177,45954
Atlanta,GA,30310,33.7278,-84.4232,1178,900273
San Diego,CA,92102,32.7139,-117.1219,1179,1241364
Farmington,AR,72730,36.0436,-94.2539,1180,7585
Cusseta,GA,31805,32.299,-84.7645,1181,3191
Portage,IN,46368,41.5672,-87.1757,1182,38691
West Orange,NJ,7052,40.7859,-74.2568,1183,46182
Winchester,KY,40391,37.9872,-84.1789,1184,35262
Red Bank,NJ,7701,40.3584,-74.0681,1185,23813
Watervliet,MI,49098,42.1938,-86.2604,1186,5966
Newton,IA,50208,41.6992,-93.0455,1187,20417
Manassas,VA,20112,38.6665,-77.4248,1188,137564
Reading,PA,19605,40.3886,-75.9328,1189,213013
Henderson,KY,42420,37.8274,-87.5632,1190,38192
Naples,FL,34112,26.1184,-81.7361,1191,276002
Port Norris,NJ,8349,39.2563,-75.0506,1192,2347
Sacramento,CA,95831,38.4962,-121.5297,1193,757530
Gadsden,SC,29052,33.8455,-80.7532,1194,2021
Oak Park,CA,91377,34.185,-118.7669,1195,13811
Waco,TX,76710,31.535,-97.1899,1196,148766
Antelope,CA,95843,38.7159,-121.3648,1197,45048
Steubenville,OH,43952,40.398,-80.6617,1198,30603
Attica,NY,14011,42.8499,-78.2798,1199,9822
San Jacinto,CA,92582,33.7883,-116.9819,1200,45885
Orleans,VT,5860,44.8238,-72.102,1201,2557
Camp Pendleton,CA,92055,33.0169,-116.846,1202,15655
Port Richey,FL,34668,28.3011,-82.6927,1203,42619
Greenville,SC,29611,34.8533,-82.4493,1204,201862
Jacksonville,FL,32209,30.3584,-81.692,1205,847415
Mulga,AL,35118,33.5363,-87.051,1206,3138
Arlington,TX,76010,32.7204,-97.0826,1207,370281
Westbury,NY,11590,40.7557,-73.5723,1208,45768
Santa Barbara,CA,93103,34.4291,-119.6833,1209,132916
Suffern,NY,10901,41.1177,-74.1241,1210,23465
Wixom,MI,48393,42.534,-83.5285,1211,16111
Bakersfield,CA,93313,35.2974,-119.0509,1212,520197
Chesapeake,VA,23322,36.6434,-76.242,1213,222272
Alta Loma,CA,91701,34.1376,-117.5999,1214,63716
Staten Island,NY,10306,40.5682,-74.1184,1215,468730
Denver,CO,80235,39.6472,-105.0795,1216,990452
Shawnee Mission,KS,66212,38.9568,-94.6832,1217,370212
El Paso,TX,79907,31.7089,-106.3293,1218,749635
Falls Church,VA,22041,38.8502,-77.1448,1219,116155
Antioch,CA,94531,37.9658,-121.7758,1220,102729
Chico,CA,95973,39.8032,-121.8673,1221,106193
Greenville,SC,29617,34.912,-82.4666,1222,201862
Waukesha,WI,53186,42.9993,-88.2196,1223,95015
Lynn,MA,1902,42.4698,-70.942,1224,90282
Glendale,CA,91202,34.1652,-118.2656,1225,172817
South Williamson,KY,41503,37.667,-82.2886,1226,570
Winfield,IL,60190,41.8744,-88.1516,1227,10663
Philadelphia,PA,19147,39.9362,-75.1563,1228,1526206
Iselin,NJ,8830,40.5716,-74.3167,1229,18459
Turpin,OK,73950,36.8664,-100.8779,1230,1736
Raritan,NJ,8869,40.5711,-74.6377,1231,6881
Rock Springs,WY,82901,41.606,-109.23,1232,27971
Chattanooga,TN,37402,35.0463,-85.3161,1233,198659
Maryland Heights,MO,63043,38.7229,-90.4474,1234,22367
Fresno,CA,93704,36.7991,-119.8016,1235,570271
Reading,VT,5062,43.4794,-72.5704,1236,702
Dallas,TX,75208,32.7492,-96.8389,1237,1263321
Henderson,NV,89011,36.1065,-114.9192,1238,264999
Woodstock,NY,12498,42.0348,-74.112,1239,4851
Sherman,CT,6784,41.5714,-73.4947,1240,3689
Holdingford,MN,56340,45.7249,-94.4581,1241,2288
New Orleans,LA,70117,29.9703,-90.0312,1242,382333
Riverside,CA,92504,33.9315,-117.4119,1243,419138
Blair,NE,68008,41.5454,-96.1617,1244,12285
Darby,PA,19023,39.9176,-75.2696,1245,22164
Pantego,NC,27860,35.6201,-76.6988,1246,2246
Sterling,KS,67579,38.2126,-98.2055,1247,3095
Tucson,AZ,85756,32.0839,-110.9004,1248,865276
Rising Sun,IN,47040,38.9567,-84.8807,1249,5480
Modesto,CA,95350,37.6746,-121.0113,1250,255354
Roseburg,OR,97470,43.2297,-123.2343,1251,49085
Las Vegas,NV,89130,36.2471,-115.221,1252,1417793
Charleston,WV,25302,38.4015,-81.5841,1253,116525
Chase City,VA,23924,36.8053,-78.4553,1254,6232
Weatherford,TX,76087,32.7495,-97.6894,1255,65228
Hastings,FL,32145,29.7051,-81.4909,1256,5456
Willimantic,CT,6226,41.7149,-72.2134,1257,20114
Sumter,SC,29150,33.9137,-80.3542,1258,83799
Spring,TX,77386,30.1288,-95.4239,1259,316665
Malvern,AR,72104,34.3557,-92.8292,1260,23354
Plain City,OH,43064,40.0974,-83.269,1261,12580
Sullivan,IN,47882,39.101,-87.4102,1262,8430
Decatur,IL,62526,39.8583,-88.9382,1263,87793
Stacy,MN,55079,45.3975,-93.0177,1264,8329
Logansport,IN,46947,40.7604,-86.3599,1265,28866
Alta Loma,CA,91737,34.1449,-117.5793,1266,63716
Marietta,GA,30062,34.0025,-84.4633,1267,302309
Roosevelt,NY,11575,40.6802,-73.5867,1268,16272
Harrisonburg,VA,22807,38.4409,-78.8742,1269,67593
Powell,TN,37849,36.0435,-84.04,1270,25459
Pensacola,FL,32508,30.3511,-87.2749,1271,254917
Denver,CO,80246,39.7086,-104.9312,1272,990452
Cedar,MN,55011,45.3414,-93.235,1273,10170
Auburndale,FL,33823,28.0724,-81.8122,1274,28874
White Bluff,TN,37187,36.1253,-87.219,1275,6829
Lafayette,IN,47904,40.4276,-86.8735,1276,98078
Cleveland,OH,44112,41.5356,-81.5737,1277,769341
Belmont,NC,28012,35.244,-81.044,1278,20048
Wake Forest,NC,27587,35.9815,-78.5392,1279,53078
Ionia,MI,48846,42.9859,-85.071,1280,20269
Stockton,CA,95209,38.0377,-121.3445,1281,357430
Oakland,CA,94602,37.8011,-122.2104,1282,381459
Novato,CA,94949,38.0618,-122.5404,1283,58652
Colchester,CT,6415,41.5662,-72.3441,1284,16857
Deerfield Beach,FL,33441,26.3096,-80.0992,1285,54913
Billings,MT,59105,45.9497,-108.599,1286,128125
Durham,NC,27712,36.0918,-78.9299,1287,256789
Kinder,LA,70648,30.4607,-92.8693,1288,8026
Kinston,NC,28501,35.2783,-77.586,1289,42031
Pell City,AL,35125,33.5979,-86.3432,1290,20653
Georgetown,TX,78628,30.6411,-97.7511,1291,69072
Charlotte,NC,28269,35.2886,-80.8209,1292,790689
Florence,MS,39073,32.153,-90.1217,1293,19685
Roan Mountain,TN,37687,36.1773,-82.081,1294,5038
Bedford,OH,44146,41.3921,-81.5232,1295,29761
Massillon,OH,44647,40.7959,-81.5533,1296,65540
Akron,OH,44312,41.0334,-81.4385,1297,272134
Boone,NC,28607,36.2142,-81.666,1298,33059
New Hope,PA,18938,40.3556,-74.9839,1299,13989
Flint,MI,48503,43.0128,-83.6914,1300,162969
Sperryville,VA,22740,38.6203,-78.2466,1301,1313
Southaven,MS,38671,34.9771,-89.9992,1302,46961
Whitewater,WI,53190,42.8272,-88.7429,1303,19200
Porum,OK,74455,35.3631,-95.2607,1304,3158
Georgetown,TX,78626,30.633,-97.6707,1305,69072
Goodlettsville,TN,37072,36.3417,-86.7212,1306,30215
Pompano Beach,FL,33062,26.2343,-80.0941,1307,425636
Rialto,CA,92376,34.1132,-117.3771,1308,101505
Litchfield Park,AZ,85340,33.5098,-112.4135,1309,26262
Annandale,VA,22003,38.8307,-77.2142,1310,55990
Billings,MT,59102,45.7813,-108.5727,1311,128125
Homestead,FL,33034,25.2846,-80.6246,1312,155317
Nashville,TN,37204,36.1067,-86.7743,1313,431336
New York City,NY,10034,40.8662,-73.9221,1314,1577385
Mountain Home,ID,83647,43.1392,-115.6963,1315,20789
Belton,TX,76513,31.0723,-97.472,1316,34172
Belcourt,ND,58316,48.8379,-99.7688,1317,6486
Pearce,AZ,85625,31.8885,-109.6119,1318,1983
Los Gatos,CA,95032,37.2417,-121.9554,1319,47252
Buchanan,VA,24066,37.5479,-79.7123,1320,4883
Los Angeles,CA,90045,33.9631,-118.3941,1321,2383912
San Marcos,TX,78666,29.8754,-97.9404,1322,63836
Miami,FL,33185,25.7274,-80.4497,1323,1737737
Warsaw,IL,62379,40.3544,-91.4348,1324,2049
San Francisco,CA,94134,37.719,-122.4096,1325,805301
Asheville,NC,28803,35.5393,-82.518,1326,120389
Lake Stevens,WA,98258,48.0171,-122.0672,1327,30524
Houston,TX,77089,29.594,-95.2218,1328,2906700
Muskegon,MI,49441,43.1962,-86.2738,1329,128715
Brooklyn,NY,11214,40.6016,-73.9968,1330,2504700
Hillsboro,TN,37342,35.3699,-85.9724,1331,3593
Rancho Palos Verdes,CA,90275,33.7515,-118.367,1332,41804
Little Rock,AR,72207,34.7721,-92.3565,1333,214454
Marion,NC,28752,35.6819,-82.018,1334,30600
Glen Ellyn,IL,60137,41.8661,-88.0648,1335,37805
Tampa,FL,33613,28.0772,-82.4455,1336,717255
Summerville,SC,29483,33.028,-80.1739,1337,111788
Naples,FL,34104,26.1529,-81.7417,1338,276002
Saint Louis,MO,63104,38.6128,-90.2185,1339,927396
Bolt,WV,25817,37.7673,-81.4156,1340,784
San Juan,TX,78589,26.2044,-98.1537,1341,38004
San Antonio,TX,78223,29.3579,-98.4356,1342,1595797
Bath,MI,48808,42.8206,-84.4545,1343,5178
Greensboro,AL,36744,32.7167,-87.5905,1344,7419
Milwaukee,WI,53209,43.1188,-87.9478,1345,817312
Hialeah,FL,33015,25.9388,-80.3165,1346,347944
Bronx,NY,10453,40.852,-73.9129,1347,1382480
Virginia Beach,VA,23456,36.7341,-76.0359,1348,437994
Lawton,MI,49065,42.1545,-85.829,1349,6662
Orchard Park,NY,14127,42.7639,-78.7518,1350,29961
El Dorado,CA,95623,38.633,-120.8498,1351,3806
Greenville,MS,38701,33.3787,-91.0468,1352,38797
Leesburg,VA,20176,39.1821,-77.5359,1353,73675
Claremont,CA,91711,34.1092,-117.7183,1354,35705
Helena,AL,35080,33.2663,-86.902,1355,15881
Monterey,TN,38574,36.1509,-85.2542,1356,8413
Carrollton,TX,75006,32.9657,-96.8825,1357,119595
Preston Hollow,NY,12469,42.4563,-74.242,1358,677
North Apollo,PA,15673,40.593,-79.5581,1359,1296
Saint Louis,MO,63139,38.6108,-90.292,1360,927396
Avondale,AZ,85392,33.4777,-112.3093,1361,74817
Sierra Madre,CA,91024,34.1651,-118.0519,1362,10917
Nesquehoning,PA,18240,40.8626,-75.8239,1363,3891
Dawsonville,GA,30534,34.4537,-84.155,1364,26685
Orange,CT,6477,41.2815,-73.0287,1365,13956
Essex,MD,21221,39.3086,-76.4533,1366,42154
Campbell,CA,95008,37.2803,-121.9539,1367,45260
Kansas City,MO,64118,39.2133,-94.5743,1368,545147
Lansdowne,PA,19050,39.9375,-75.2637,1369,28073
New Milford,NJ,7646,40.9331,-74.0195,1370,16341
Saint George,UT,84790,37.0831,-113.5581,1371,74901
Franksville,WI,53126,42.7859,-87.9873,1372,6431
Hephzibah,GA,30815,33.3433,-82.0887,1373,39640
Orlando,FL,32839,28.4871,-81.4082,1374,878243
Wanaque,NJ,7465,41.0544,-74.279,1375,6244
Shannon,NC,28386,34.8988,-79.1806,1376,6319
Edgerton,WI,53534,42.8386,-89.0642,1377,11512
Cedarbluff,MS,39741,33.6162,-88.8267,1378,1560
Miami,FL,33173,25.6992,-80.3618,1379,1737737
Tecumseh,MO,65760,36.5875,-92.2598,1380,739
Twin Lakes,WI,53181,42.5232,-88.2573,1381,7357
Madison,WI,53716,43.0631,-89.3133,1382,272940
North Hollywood,CA,91606,34.1872,-118.3865,1383,155954
Foothill Ranch,CA,92610,33.6748,-117.6649,1384,11248
Salinas,CA,93907,36.7563,-121.6703,1385,182180
Elizabethton,TN,37643,36.3445,-82.2015,1386,33689
Perris,CA,92570,33.7852,-117.3166,1387,106213
Modesto,CA,95351,37.6236,-120.9966,1388,255354
Sherwood,OR,97140,45.3514,-122.8567,1389,23474
Evans,GA,30809,33.5412,-82.1398,1390,38168
Thornwood,NY,10594,41.1182,-73.7733,1391,5117
La Belle,PA,15450,39.9983,-79.9754,1392,2323
Los Angeles,CA,90012,34.0614,-118.2385,1393,2383912
Linden,MI,48451,42.8104,-83.7993,1394,14767
Holts Summit,MO,65043,38.6328,-92.1163,1395,9452
Worcester,MA,1605,42.2894,-71.7888,1396,181315
Janesville,WI,53545,42.7355,-89.0405,1397,72323
Shakopee,MN,55379,44.7793,-93.5197,1398,40416
Brentwood,NY,11717,40.7809,-73.2503,1399,60745
San Rafael,CA,94901,37.9691,-122.5105,1400,70197
South Beloit,IL,61080,42.4837,-89.0298,1401,10599
Mineral Wells,TX,76067,32.8103,-98.0631,1402,22117
Lexington,KY,40502,38.0174,-84.4854,1403,296965
Camarillo,CA,93012,34.2218,-118.9866,1404,77518
Dillon,SC,29536,34.4146,-79.377,1405,17722
West Warwick,RI,2893,41.7004,-71.5183,1406,29630
Hicksville,NY,11801,40.7623,-73.523,1407,39553
Osceola,IN,46561,41.6695,-86.087,1408,13343
North Charleston,SC,29420,32.9336,-80.1026,1409,71702
Philadelphia,PA,19125,39.9788,-75.1262,1410,1526206
Urbandale,IA,50322,41.6295,-93.723,1411,41731
Tipp City,OH,45371,39.942,-84.1663,1412,18333
Rockton,PA,15856,41.0806,-78.6577,1413,889
Hahnville,LA,70057,29.9668,-90.4082,1414,4719
Pittsfield,MA,1201,42.4531,-73.2471,1415,46504
Homer Glen,IL,60491,41.6028,-87.9599,1416,22743
Boulder,CO,80301,40.0497,-105.2143,1417,120932
Honolulu,HI,96826,21.2941,-157.8284,1418,403114
Hazel Crest,IL,60429,41.5738,-87.6849,1419,15630
Cortez,CO,81321,37.3549,-108.5837,1420,14459
Saint Charles,MO,63303,38.7622,-90.5471,1421,134684
Manchester,NH,3104,43.0073,-71.4482,1422,113733
Detroit,MI,48207,42.3524,-83.0271,1423,673342
Sperry,OK,74073,36.2955,-95.9804,1424,5118
Blairstown,NJ,7825,40.9674,-74.9651,1425,9555
Gallup,NM,87305,35.4499,-108.7705,1426,27024
Elmira,NY,14901,42.1008,-76.812,1427,49642
Indianapolis,IN,46228,39.8462,-86.1951,1428,910148
Riverside,CA,92507,33.9761,-117.3389,1429,419138
Prairie,MS,39756,33.7836,-88.6642,1430,1943
Mena,AR,71953,34.5814,-94.221,1431,14882
Bay City,TX,77414,28.8636,-95.9173,1432,23047
Franklin,WI,53132,42.9017,-88.0086,1433,34863
Twin Lake,MI,49457,43.3414,-86.1633,1434,10565
Fontana,CA,92336,34.1173,-117.4378,1435,221665
Kailua Kona,HI,96740,19.6531,-155.9798,1436,33321
Birmingham,AL,35215,33.6493,-86.7057,1437,493806
Lansing,MI,48906,42.7635,-84.558,1438,162150
Centralia,IL,62801,38.5241,-89.1365,1439,22415
Vestal,NY,13850,42.0771,-76.0118,1440,22004
Rochester,IN,46975,41.0655,-86.231,1441,14691
Redding,CA,96003,40.6278,-122.353,1442,111719
Buffalo,NY,14211,42.9082,-78.8225,1443,564824
Wadesboro,NC,28170,34.9809,-80.0696,1444,12355
Vienna,WV,26105,39.3251,-81.5411,1445,12333
Merrick,NY,11566,40.6685,-73.5536,1446,35321
Orlando,FL,32805,28.5302,-81.4045,1447,878243
Ontario,NY,14519,43.2291,-77.3088,1448,11581
Adel,GA,31620,31.1251,-83.4213,1449,10690
Brigham City,UT,84302,41.5079,-112.0152,1450,23703
Pascagoula,MS,39567,30.5342,-88.4894,1451,22335
Petersburg,WV,26847,38.9908,-79.1293,1452,6277
Tinley Park,IL,60487,41.5636,-87.8342,1453,65089
Mill Spring,NC,28756,35.3338,-82.1557,1454,4504
Killingworth,CT,6419,41.3696,-72.5712,1455,6525
Laveen,AZ,85339,33.3436,-112.1716,1456,35586
Ridge,NY,11961,40.9018,-72.8881,1457,12834
Middletown,NY,10940,41.4512,-74.4701,1458,62197
Springtown,TX,76082,32.966,-97.635,1459,17748
Adams,WI,53910,43.8967,-89.8219,1460,3508
Redondo Beach,CA,90278,33.8707,-118.3715,1461,75364
Palo Alto,CA,94306,37.418,-122.1274,1462,92558
Hutchinson,KS,67501,38.055,-97.9311,1463,50951
Clayton,NJ,8312,39.659,-75.0942,1464,7875
Bonney Lake,WA,98391,47.143,-122.1644,1465,44309
Columbia,SC,29223,34.0853,-80.9167,1466,333497
Lake City,MI,49651,44.3767,-85.0946,1467,7665
Sunnyvale,CA,94086,37.3764,-122.0238,1468,140482
Omaha,NE,68114,41.2656,-96.0493,1469,518429
Franklin,KS,66735,37.5219,-94.7096,1470,421
San Diego,CA,92115,32.7607,-117.0721,1471,1241364
Brooklyn,NY,11218,40.6424,-73.9758,1472,2504700
Lady Lake,FL,32162,28.9471,-81.9971,1473,74047
Bakersfield,CA,93312,35.3935,-119.1205,1474,520197
Egg Harbor Township,NJ,8234,39.3741,-74.6118,1475,42532
Paramount,CA,90723,33.8969,-118.1632,1476,54099
Miami,FL,33156,25.6682,-80.2973,1477,1737737
San Diego,CA,92114,32.7059,-117.0524,1478,1241364
Dillsburg,PA,17019,40.0964,-77.0339,1479,17721
North Brunswick,NJ,8902,40.4538,-74.4823,1480,41153
Cleveland,OH,44130,41.3826,-81.7964,1481,769341
West Palm Beach,FL,33409,26.7162,-80.0965,1482,459921
Palo Alto,CA,94303,37.4673,-122.1388,1483,92558
Sugar Land,TX,77498,29.6396,-95.65,1484,149159
Denver,CO,80219,39.6956,-105.0341,1485,990452
Woodbridge,VA,22191,38.6356,-77.2683,1486,184039
Beaumont,TX,77705,30.0211,-94.1157,1487,142692
Sterling,VA,20164,39.023,-77.3994,1488,79651
Soddy Daisy,TN,37379,35.2527,-85.163,1489,26835
Spring Hill,FL,34607,28.5065,-82.6267,1490,115476
Troutman,NC,28166,35.6863,-80.8822,1491,8619
Salt Lake City,UT,84115,40.7145,-111.8931,1492,594043
Patterson,LA,70392,29.6967,-91.2812,1493,8456
Raymore,MO,64083,38.8019,-94.4529,1494,20995
Oakmont,PA,15139,40.5196,-79.8369,1495,6307
Winston Salem,NC,27103,36.0671,-80.3025,1496,250944
Crouse,NC,28033,35.4359,-81.3385,1497,2749
Baltimore,MD,21214,39.3521,-76.5644,1498,635495
Harrodsburg,KY,40330,37.8033,-84.8607,1499,19334
Cortlandt Manor,NY,10567,41.284,-73.8931,1500,19929
Southbury,CT,6488,41.4767,-73.2241,1501,19904
Gladewater,TX,75647,32.5559,-94.932,1502,13196
O Fallon,MO,63368,38.7513,-90.7296,1503,89535
Nashville,TN,37217,36.1052,-86.6591,1504,431336
Woodland,WA,98674,45.9219,-122.7126,1505,12029
