order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDA10145,2018-02-04,09:00:50,Breakfast,BK,"[('Cereal', 10), ('Eggs', 5)]",320.0,-37.8028221,144.9295031,0,10.58,17.8919447
ORDJ03599,2018-04-14,11:22:49,Breakfast,TP,"[('Eggs', 7), ('Pancake', 1), ('Coffee', 8), ('Cereal', 9)]",427.25,-37.8111449,144.9784763,0,9.182,13.0008649
ORDC03862,2018-09-28,16:57:27,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 7), ('Salmon', 4), ('Shrimp', 9)]",1087.5,-37.8054726,144.9485587,0,8.567,15.0024419
ORDA05316,2018-11-15,18:28:43,Dinner,BK,"[('Salmon', 1), ('Fish&Chips', 5)]",216.0,-37.8183459,144.9793004,0,6.742,13.6162822
ORDY04491,2018-04-02,11:02:32,Breakfast,TP,"[('Eggs', 5), ('Pancake', 1), ('Cereal', 2)]",176.25,-37.8117309,144.9838923,0,9.418,12.0212954
ORDX11081,2018-05-24,12:43:56,Lunch,BK,"[('Salad', 1), ('Burger', 4)]",141.2,-37.8224994,144.9793968,0,7.011,12.9690152
ORDZ06781,2018-09-09,16:16:54,Dinner,NS,"[('Pasta', 2), ('Shrimp', 9)]",541.0,-37.8105621,144.9424712,0,10.63,18.5000021
ORDB05487,2018-12-27,20:00:00,Dinner,TP,"[('Pasta', 9), ('Salmon', 6)]",493.5,-37.8259216,144.9342038,0,12.706,16.3441336
ORDJ00669,2018-08-04,15:05:54,Lunch,TP,"[('Steak', 6), ('Chicken', 7), ('Burger', 5), ('Salad', 10)]",821.0,-37.8035987,144.9497622,0,9.938,15.0835297
ORDI09795,2018-09-27,16:57:27,Dinner,NS,"[('Salmon', 10), ('Pasta', 5), ('Fish&Chips', 4), ('Shrimp', 2)]",795.5,-37.8024092,145.0158325,0,10.949,17.5187623
ORDJ01199,2018-04-22,11:32:57,Breakfast,TP,"[('Pancake', 1), ('Eggs', 9), ('Cereal', 9)]",411.25,-37.818784,144.9532152,0,8.528,12.9450893
ORDX07316,2018-03-27,10:42:15,Breakfast,BK,"[('Coffee', 5), ('Cereal', 5)]",142.5,-37.8200469,144.9547662,0,8.633,6.73827895
ORDC00995,2018-10-10,17:17:44,Dinner,NS,"[('Salmon', 9), ('Fish&Chips', 10)]",719.0,-37.8125065,144.9532631,0,8.511,14.7838661
ORDA01234,2018-07-19,14:35:29,Lunch,BK,"[('Fries', 4), ('Burger', 8)]",296.0,-37.816937,144.9898112,0,5.633,11.5611928
ORDY02122,2018-09-07,16:16:54,Dinner,TP,"[('Fish&Chips', 10), ('Salmon', 1), ('Pasta', 9), ('Shrimp', 8)]",1070.5,-37.8209323,144.9766693,0,8.727,13.0084771
ORDX03720,2018-10-31,17:58:18,Dinner,BK,"[('Shrimp', 5), ('Pasta', 3), ('Salmon', 2)]",434.5,-37.8073211,144.9733902,0,6.564,13.8083747
ORDA02177,2018-11-01,18:08:27,Dinner,BK,"[('Fish&Chips', 4), ('Pasta', 7), ('Shrimp', 8)]",764.5,-37.8247018,144.9821739,0,7.064,13.5361337
ORDX05543,2018-01-10,08:10:08,Breakfast,BK,"[('Pancake', 8), ('Cereal', 2), ('Coffee', 8), ('Eggs', 6)]",428.0,-37.8205151,144.9272465,1,11.359,8.5589017
ORDA10441,2018-02-04,09:00:50,Breakfast,BK,"[('Pancake', 2), ('Eggs', 2), ('Coffee', 7)]",145.0,-37.802308,144.9301719,0,10.663,18.1401181
ORDB07661,2018-12-01,19:09:17,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 3)]",537.0,-37.8187083,144.9663392,0,7.757,13.5896185
ORDJ02340,2018-11-25,18:49:00,Dinner,TP,"[('Pasta', 10), ('Fish&Chips', 6), ('Shrimp', 6), ('Salmon', 2)]",891.0,-37.8195319,144.9848696,0,9.294,14.4601595
ORDA07468,2018-11-15,18:28:43,Dinner,BK,"[('Salmon', 6), ('Shrimp', 4), ('Fish&Chips', 6), ('Pasta', 6)]",837.0,-37.8212735,144.9835621,0,6.486,13.2904768
ORDZ10225,2018-04-07,11:02:32,Breakfast,NS,"[('Cereal', 1), ('Eggs', 3)]",87.0,-37.8123833,144.9620705,0,7.876,14.7692754
ORDX03420,2018-05-21,12:33:48,Lunch,BK,"[('Chicken', 10), ('Fries', 8), ('Steak', 6)]",686.0,-37.8054736,144.95798,0,7.927,14.4210166
ORDC00854,2018-01-11,08:20:16,Breakfast,NS,"[('Eggs', 10), ('Coffee', 8), ('Pancake', 6)]",425.5,-37.8163883,144.9838774,1,8.683,6.8838284
ORDY08116,2018-07-08,14:15:12,Lunch,TP,"[('Salad', 7), ('Burger', 10), ('Steak', 8), ('Fries', 8)]",886.4,-37.8091315,144.9320819,0,10.9,16.0036442
ORDI05277,2018-03-29,10:52:23,Breakfast,NS,"[('Cereal', 5), ('Eggs', 8)]",281.0,-37.8117788,144.9957427,0,9.258,13.9992298
ORDA01252,2018-11-22,18:49:00,Dinner,BK,"[('Shrimp', 4), ('Salmon', 1), ('Fish&Chips', 4)]",397.0,-37.811111,144.9733727,0,6.781,13.5562551
ORDB00238,2018-06-10,13:14:21,Lunch,TP,"[('Burger', 7), ('Chicken', 2)]",281.0,-37.8150193,144.9451592,0,9.553,13.8725692
ORDX04288,2018-04-30,11:53:14,Breakfast,BK,"[('Cereal', 8), ('Eggs', 8), ('Coffee', 4)]",374.0,-37.8186799,144.9532504,0,8.813,13.7598075
ORDA00728,2018-11-28,18:59:09,Dinner,BK,"[('Shrimp', 6), ('Salmon', 7), ('Fish&Chips', 10), ('Pasta', 8)]",1181.0,-37.8094102,144.9727199,0,6.688,13.7466179
ORDJ07564,2018-12-18,19:39:43,Dinner,TP,"[('Fish&Chips', 2), ('Salmon', 4)]",234.0,-37.8149648,144.9275663,0,11.8,15.4482058
ORDA00055,2018-05-03,12:03:22,Lunch,BK,"[('Steak', 1), ('Burger', 2), ('Fries', 3), ('Chicken', 4), ('Salad', 8)]",408.6,-37.8024691,145.0033649,0,5.327,11.102255
ORDJ03306,2018-07-22,14:45:38,Lunch,TP,"[('Chicken', 4), ('Fries', 9), ('Salad', 9), ('Steak', 1), ('Burger', 3)]",528.8,-37.8207881,144.979309,0,8.707,13.6735751
ORDX05172,2018-05-29,12:54:05,Lunch,BK,"[('Chicken', 6), ('Fries', 6), ('Steak', 8), ('Burger', 1)]",655.0,-37.8176003,145.0107683,0,4.115,10.0297041
ORDK11061,2018-09-15,16:27:02,Dinner,BK,"[('Shrimp', 8), ('Salmon', 5), ('Pasta', 2)]",692.0,-37.8156114,144.9734903,0,6.84,16.1532337
ORDJ05410,2018-09-23,16:47:19,Dinner,TP,"[('Pasta', 9), ('Salmon', 3)]",370.5,-37.7990932,144.9787484,0,10.359,15.7211585
ORDX09656,2018-03-12,10:11:49,Breakfast,BK,"[('Pancake', 2), ('Eggs', 5), ('Coffee', 9)]",226.0,-37.8208316,144.9825545,0,6.686,11.0332366
ORDK04549,2018-12-23,19:49:51,Dinner,BK,"[('Pasta', 1), ('Salmon', 9), ('Shrimp', 9), ('Fish&Chips', 8)]",1162.5,-37.8020368,144.9605388,0,8.058,17.6573579
ORDC01511,2018-01-04,08:00:00,Breakfast,NS,"[('Pancake', 8), ('Coffee', 8), ('Eggs', 10)]",474.0,-37.8161788,145.0074542,1,10.65,7.8163643
ORDC01025,2018-04-03,11:02:32,Breakfast,NS,"[('Eggs', 9), ('Pancake', 10), ('Cereal', 3)]",503.5,-37.8105642,144.9845168,0,8.218,13.157974
ORDJ01416,2018-11-11,18:28:43,Dinner,TP,"[('Fish&Chips', 3), ('Salmon', 3), ('Shrimp', 5), ('Pasta', 7)]",690.5,-37.8025629,144.9610402,0,9.464,15.0632025
ORDC01809,2018-07-16,14:25:21,Lunch,NS,"[('Salad', 10), ('Burger', 8), ('Chicken', 7)]",644.0,-37.814308,144.9431697,0,9.436,15.2710485
ORDY06255,2018-12-14,19:29:34,Dinner,TP,"[('Fish&Chips', 1), ('Shrimp', 2)]",143.0,-37.8052483,144.9508189,0,9.654,13.6048972
ORDX09590,2018-05-22,12:33:48,Lunch,BK,"[('Steak', 8), ('Fries', 1), ('Burger', 8), ('Chicken', 7)]",844.0,-37.8066168,144.9449809,0,9.33,14.8989597
ORDY08473,2018-09-23,16:47:19,Dinner,TP,"[('Pasta', 4), ('Fish&Chips', 5)]",285.0,-37.8235567,144.9690441,0,7.965,13.5176699
ORDK09254,2018-08-30,15:56:37,Lunch,BK,"[('Chicken', 1), ('Burger', 7)]",249.0,-37.8086601,144.9419749,0,9.805,15.620372
ORDI01460,2018-01-23,08:40:33,Breakfast,NS,"[('Eggs', 1), ('Cereal', 6), ('Pancake', 10)]",390.5,-37.8082105,144.9345625,0,10.211,15.3748782
ORDK02125,2018-07-17,14:25:21,Lunch,BK,"[('Steak', 8), ('Fries', 4)]",408.0,-37.8188687,144.9442427,0,9.664,15.3552157
ORDY00329,2018-11-26,18:59:09,Dinner,TP,"[('Salmon', 3), ('Fish&Chips', 10)]",473.0,-37.8227467,144.9667789,0,7.724,12.1354548
ORDI01243,2018-12-03,19:09:17,Dinner,NS,"[('Shrimp', 5), ('Pasta', 4)]",380.0,-37.8143336,145.0144589,0,11.418,17.1724168
ORDJ09506,2018-10-24,17:48:10,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 3)]",159.0,-37.8205257,144.9663989,0,7.437,11.7475281
ORDX09416,2018-11-15,18:28:43,Dinner,BK,"[('Fish&Chips', 2), ('Shrimp', 6), ('Pasta', 8), ('Salmon', 6)]",860.0,-37.8199694,144.985119,0,6.307,20.04321915
ORDX10083,2018-02-02,09:00:50,Breakfast,BK,"[('Cereal', 9), ('Pancake', 10), ('Eggs', 8)]",607.5,-37.7993535,144.9277558,0,10.973,15.7788117
ORDI04479,2018-06-17,13:34:38,Lunch,NS,"[('Steak', 1), ('Chicken', 2), ('Burger', 10), ('Salad', 2)]",453.4,-37.8096152,144.9462169,0,9.003,25.4499045
ORDB07438,2018-06-07,13:14:21,Lunch,TP,"[('Steak', 8), ('Salad', 3), ('Chicken', 9)]",699.6,-37.8038574,144.94913,0,9.886,13.1597262
ORDJ02926,2018-06-29,13:54:55,Lunch,TP,"[('Salad', 4), ('Burger', 8)]",316.8,-37.818893,144.9813747,0,8.835,12.3043414
ORDI00127,2018-10-21,17:38:01,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 4)]",479.0,-37.8152976,144.9661142,0,8.111,16.2857794
ORDY10618,2018-12-02,19:09:17,Dinner,TP,"[('Shrimp', 10), ('Pasta', 4), ('Fish&Chips', 10)]",1000.0,-37.8154023,144.9664893,0,7.978,13.7884436
ORDB05686,2018-07-14,14:25:21,Lunch,TP,"[('Chicken', 5), ('Burger', 3)]",253.0,-37.8186836,144.9996685,0,10.561,14.6934132
ORDB02361,2018-08-07,15:16:03,Lunch,TP,"[('Fries', 6), ('Chicken', 8), ('Salad', 8), ('Burger', 5)]",620.6,-37.8092574,144.9721461,0,9.114,12.709642
ORDX02555,2018-03-03,10:01:41,Breakfast,BK,"[('Cereal', 9), ('Coffee', 8), ('Eggs', 10), ('Pancake', 1)]",493.25,-37.8222824,145.0155699,0,4.655,11.5898579
ORDC01795,2018-08-20,15:36:20,Lunch,NS,"[('Burger', 8), ('Fries', 10), ('Steak', 7), ('Chicken', 6)]",875.0,-37.8053055,144.9541523,0,8.132,13.2929689
ORDI02231,2018-05-08,12:13:31,Lunch,NS,"[('Fries', 2), ('Steak', 4), ('Salad', 10), ('Chicken', 6)]",568.0,-37.8038792,144.9573927,0,7.62,13.1730624
ORDY00414,2018-09-10,16:16:54,Dinner,TP,"[('Salmon', 10), ('Pasta', 9), ('Fish&Chips', 7), ('Shrimp', 6)]",1226.5,-37.8104418,144.9614008,0,8.477,12.5722202
ORDC07033,2018-10-12,17:27:53,Dinner,NS,"[('Pasta', 5), ('Shrimp', 7)]",515.5,-37.8180087,144.9668486,0,8.428,14.4458744
ORDK08338,2018-09-17,16:37:10,Dinner,BK,"[('Salmon', 10), ('Pasta', 6), ('Shrimp', 9), ('Fish&Chips', 6)]",1271.0,-37.8163285,144.9688322,0,7.314,13.7470869
ORDX07780,2018-03-30,10:52:23,Breakfast,BK,"[('Eggs', 2), ('Cereal', 7), ('Coffee', 1)]",198.5,-37.8103024,144.9612727,0,7.627,17.91525255
ORDC08686,2018-09-04,16:06:45,Dinner,NS,"[('Shrimp', 6), ('Salmon', 9), ('Fish&Chips', 10)]",1043.0,-37.8020985,144.954713,0,7.774,14.0429736
ORDY10266,2018-11-25,18:49:00,Dinner,TP,"[('Shrimp', 9), ('Salmon', 6), ('Pasta', 8)]",952.0,-37.8211104,144.9827909,0,9.014,14.7366321
ORDI01438,2018-06-03,13:04:13,Lunch,NS,"[('Burger', 4), ('Salad', 7), ('Steak', 9), ('Fries', 3)]",685.4,-37.7994984,144.968578,0,6.339,14.201572
ORDZ05472,2018-04-30,11:53:14,Breakfast,NS,"[('Eggs', 2), ('Pancake', 4), ('Cereal', 6), ('Coffee', 1)]",274.5,-37.823636,144.969217,0,9.069,21.18858645
ORDB01106,2018-08-17,15:36:20,Lunch,TP,"[('Burger', 8), ('Steak', 4), ('Chicken', 3), ('Salad', 3)]",575.6,-37.8173621,144.9658409,0,7.685,11.6718861
ORDZ07155,2018-05-21,12:33:48,Lunch,NS,"[('Burger', 5), ('Salad', 4), ('Chicken', 3), ('Fries', 5), ('Steak', 8)]",739.8,-37.8169672,144.9652935,0,8.36,14.299281
ORDY03553,2018-01-25,08:40:33,Breakfast,TP,"[('Coffee', 1), ('Cereal', 4), ('Pancake', 9)]",309.75,-37.8103683,144.9613031,0,8.488,11.2219521
ORDB10822,2018-09-07,16:16:54,Dinner,TP,"[('Shrimp', 9), ('Fish&Chips', 7), ('Pasta', 9)]",978.5,-37.8213072,144.9780102,0,8.674,12.8825496
ORDI00770,2018-08-15,15:26:11,Lunch,NS,"[('Burger', 2), ('Fries', 3)]",98.0,-37.8063767,144.9411704,0,9.404,15.3084257
ORDI04682,2018-08-24,15:46:28,Lunch,NS,"[('Fries', 10), ('Chicken', 3), ('Steak', 2), ('Burger', 8), ('Salad', 3)]",605.6,-37.8205187,144.9511189,0,9.548,14.8700828
ORDX02534,2018-08-31,15:56:37,Lunch,BK,"[('Fries', 6), ('Salad', 8), ('Steak', 10)]",659.6,-37.8018385,144.9633837,0,7.868,20.35982685
ORDC10662,2018-04-05,11:02:32,Breakfast,NS,"[('Coffee', 9), ('Pancake', 4), ('Eggs', 5)]",274.5,-37.8175441,144.951741,0,9.109,13.536794
ORDA01972,2018-10-23,17:48:10,Dinner,BK,"[('Pasta', 10), ('Shrimp', 5), ('Salmon', 2), ('Fish&Chips', 4)]",767.0,-37.8109254,145.0099629,0,3.946,10.953559
ORDX03869,2018-10-20,17:38:01,Dinner,BK,"[('Pasta', 6), ('Fish&Chips', 10), ('Shrimp', 3), ('Salmon', 3)]",800.0,-37.8189152,144.9649663,0,7.759,17.0398129
ORDY00006,2018-11-10,18:18:35,Dinner,TP,"[('Shrimp', 6), ('Fish&Chips', 5)]",499.0,-37.8196142,145.0099096,0,11.474,16.9230134
ORDA02421,2018-04-28,11:53:14,Breakfast,BK,"[('Coffee', 7), ('Cereal', 3), ('Eggs', 9), ('Pancake', 2)]",362.0,-37.8001034,144.9610721,0,8.205,16.0638076
ORDY04827,2018-01-11,08:20:16,Breakfast,TP,"[('Pancake', 5), ('Eggs', 1)]",143.25,-37.8141907,144.9630638,1,8.027,5.5075887
ORDB07897,2018-06-13,13:24:30,Lunch,TP,"[('Steak', 10), ('Salad', 9)]",604.8,-37.8050431,144.9712845,0,9.787,12.8643238
ORDX00601,2018-03-26,10:42:15,Breakfast,BK,"[('Eggs', 3), ('Coffee', 5), ('Cereal', 8), ('Pancake', 7)]",441.25,-37.8000473,144.9745175,0,7.278,11.9889653
ORDZ06664,2018-09-19,16:37:10,Dinner,NS,"[('Shrimp', 1), ('Pasta', 5), ('Fish&Chips', 3), ('Salmon', 1)]",337.5,-37.81955,144.9723494,0,9.558,15.5432784
ORDB09513,2018-08-16,15:26:11,Lunch,TP,"[('Steak', 1), ('Salad', 7), ('Fries', 4), ('Burger', 10), ('Chicken', 1)]",555.4,-37.8172506,144.9553735,0,8.393,11.6170557
ORDX08109,2018-01-10,08:10:08,Breakfast,BK,"[('Pancake', 1), ('Coffee', 8), ('Cereal', 6), ('Eggs', 5)]",320.25,-37.8059161,144.9835677,1,5.99,5.5162762
ORDY00100,2018-09-30,16:57:27,Dinner,TP,"[('Salmon', 5), ('Shrimp', 5), ('Pasta', 5)]",612.5,-37.824652,144.9920064,0,9.722,15.7341328
ORDB09079,2018-06-15,13:24:30,Lunch,TP,"[('Steak', 10), ('Salad', 8), ('Chicken', 3)]",683.6,-37.8174441,144.9672393,0,7.728,11.5313104
ORDJ04022,2018-06-17,13:34:38,Lunch,TP,"[('Chicken', 4), ('Steak', 7)]",443.0,-37.8009695,144.9646167,0,9.817,14.7435663
ORDK08430,2018-01-12,08:20:16,Breakfast,BK,"[('Eggs', 6), ('Cereal', 8)]",300.0,-37.8163511,144.9835257,1,6.181,5.6447449
ORDA04954,2018-12-17,19:39:43,Dinner,BK,"[('Shrimp', 1), ('Pasta', 6)]",219.0,-37.8067936,144.9534191,0,8.407,15.4510076
ORDK06234,2018-07-17,14:35:29,Lunch,BK,"[('Burger', 7), ('Chicken', 8), ('Salad', 2), ('Fries', 7), ('Steak', 1)]",636.4,-37.8123775,145.016109,0,4.564,10.1992344
ORDI02396,2018-12-03,19:09:17,Dinner,NS,"[('Pasta', 9), ('Shrimp', 3), ('Fish&Chips', 9)]",724.5,-37.8161066,144.9640479,0,8.259,14.3238479
ORDB00194,2018-06-30,13:54:55,Lunch,TP,"[('Burger', 7), ('Salad', 2)]",251.4,-37.8223332,144.9969724,0,10.17,15.1498316
ORDA03385,2018-04-22,11:43:05,Breakfast,BK,"[('Cereal', 9), ('Eggs', 6), ('Coffee', 4), ('Pancake', 2)]",399.5,-37.818839,144.9531059,0,8.821,16.2353748
ORDB07130,2018-04-07,11:02:32,Breakfast,TP,"[('Coffee', 3), ('Pancake', 1), ('Eggs', 2)]",90.75,-37.8113142,144.9729803,0,8.859,13.2666882
ORDK10505,2018-11-12,18:28:43,Dinner,BK,"[('Fish&Chips', 8), ('Salmon', 5), ('Pasta', 10), ('Shrimp', 9)]",1246.0,-37.804963,144.9787203,0,7.113,13.6913888
ORDY08991,2018-04-26,11:43:05,Breakfast,TP,"[('Eggs', 7), ('Coffee', 4)]",184.0,-37.8185513,144.9657084,0,7.504,10.3326585
ORDC02534,2018-09-11,16:27:02,Dinner,NS,"[('Shrimp', 5), ('Salmon', 3)]",393.0,-37.8082201,144.9689754,0,6.964,12.7717454
ORDC04651,2018-12-31,20:00:00,Dinner,NS,"[('Salmon', 1), ('Fish&Chips', 9)]",356.0,-37.8058626,144.9593204,0,7.667,13.2534213
ORDX03443,2018-05-16,12:23:39,Lunch,BK,"[('Fries', 8), ('Chicken', 1), ('Salad', 7), ('Steak', 10)]",698.4,-37.8115975,144.9647755,0,7.428,13.2082009
ORDZ06767,2018-04-27,11:43:05,Breakfast,NS,"[('Eggs', 3), ('Pancake', 3), ('Cereal', 3), ('Coffee', 8)]",261.75,-37.8132913,144.9653492,0,7.834,12.8480462
ORDY09209,2018-04-02,11:02:32,Breakfast,TP,"[('Pancake', 7), ('Eggs', 4), ('Cereal', 4)]",341.75,-37.8064876,145.0038278,0,11.894,14.5556759
ORDJ04707,2018-11-10,18:18:35,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 7)]",297.5,-37.8104585,144.9440867,0,9.766,15.2350134
ORDK06709,2018-11-14,18:28:43,Dinner,BK,"[('Fish&Chips', 9), ('Pasta', 3), ('Shrimp', 9), ('Salmon', 8)]",1211.5,-37.7987038,144.9672326,0,7.937,14.672536
ORDK00101,2018-06-02,13:04:13,Lunch,BK,"[('Steak', 3), ('Fries', 3), ('Chicken', 4), ('Burger', 10)]",609.0,-37.8155656,144.973465,0,6.846,15.6534763
ORDX02808,2018-07-29,14:55:46,Lunch,BK,"[('Fries', 7), ('Salad', 8), ('Chicken', 1), ('Burger', 1), ('Steak', 8)]",644.6,-37.8194074,144.9496208,0,9.343,17.9388051
ORDI07571,2018-08-26,15:46:28,Lunch,NS,"[('Fries', 8), ('Salad', 3), ('Chicken', 1), ('Burger', 4), ('Steak', 7)]",618.6,-37.8123469,144.9382603,0,10.365,18.1572784
ORDK07979,2018-06-10,13:14:21,Lunch,BK,"[('Burger', 6), ('Fries', 2)]",210.0,-37.813544,144.9540079,0,8.409,16.7559032
ORDI08801,2018-07-23,14:45:38,Lunch,NS,"[('Chicken', 7), ('Burger', 7), ('Fries', 9), ('Salad', 9), ('Steak', 6)]",973.8,-37.8122352,144.9898703,0,8.786,14.5913095
ORDJ10961,2018-10-05,17:07:36,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 4), ('Shrimp', 1)]",409.0,-37.8137935,144.9684686,0,8.31,12.9520179
ORDC00505,2018-05-23,12:43:56,Lunch,NS,"[('Salad', 4), ('Steak', 9), ('Chicken', 9), ('Burger', 2), ('Fries', 2)]",847.8,-37.815195,144.9896394,0,9.136,14.2335672
ORDA05548,2018-09-07,16:16:54,Dinner,BK,"[('Fish&Chips', 8), ('Salmon', 10)]",690.0,-37.8215333,144.9779585,0,7.128,13.9098171
ORDJ08049,2018-05-17,12:23:39,Lunch,TP,"[('Burger', 2), ('Fries', 5), ('Chicken', 6)]",314.0,-37.803875,144.9583647,0,9.262,12.9469369
ORDJ03325,2018-07-19,14:35:29,Lunch,TP,"[('Burger', 2), ('Steak', 7)]",377.0,-37.8098985,145.0143816,0,12.638,15.4421654
ORDY04595,2018-10-25,17:48:10,Dinner,TP,"[('Salmon', 2), ('Fish&Chips', 10), ('Shrimp', 10), ('Pasta', 4)]",1082.0,-37.8205336,144.9660951,0,7.419,11.8438708
ORDB00633,2018-05-10,12:13:31,Lunch,TP,"[('Chicken', 10), ('Burger', 5), ('Fries', 6)]",547.0,-37.8243707,144.942563,0,9.299,13.1033137
ORDA00494,2018-11-11,18:28:43,Dinner,BK,"[('Salmon', 8), ('Pasta', 8), ('Shrimp', 2)]",656.0,-37.800774,144.964128,0,8.037,17.3617964
ORDA05429,2018-11-03,18:08:27,Dinner,BK,"[('Pasta', 3), ('Shrimp', 6), ('Salmon', 10), ('Fish&Chips', 4)]",956.5,-37.8031667,145.0044974,0,5.421,14.3424264
ORDK07591,2018-03-02,09:51:32,Breakfast,BK,"[('Pancake', 6), ('Cereal', 9), ('Coffee', 3), ('Eggs', 7)]",511.0,-37.8158261,144.9503901,0,9.605,14.3389868
ORDZ00369,2018-06-23,13:44:47,Lunch,NS,"[('Chicken', 2), ('Burger', 4)]",188.0,-37.8217461,144.9528802,0,9.624,16.7595817
ORDY08298,2018-01-11,08:10:08,Breakfast,TP,"[('Eggs', 5), ('Coffee', 1), ('Cereal', 3)]",180.5,-37.8064733,144.9571825,1,9.306,5.9627543
ORDJ07476,2018-04-24,11:43:05,Breakfast,TP,"[('Cereal', 7), ('Pancake', 6), ('Coffee', 8)]",352.5,-37.8188014,144.9531468,0,8.536,10.8724913
ORDI08034,2018-04-30,11:53:14,Breakfast,NS,"[('Coffee', 1), ('Eggs', 7)]",161.5,-37.8185637,144.953432,0,9.2,14.3946267
ORDY06589,2018-10-21,17:38:01,Dinner,TP,"[('Fish&Chips', 6), ('Salmon', 10), ('Pasta', 9)]",867.5,-37.8077112,144.9935943,0,10.699,23.3163549
ORDK03781,2018-07-06,14:05:04,Lunch,BK,"[('Chicken', 8), ('Fries', 7)]",340.0,-37.810571,144.9963587,0,4.715,10.658875
ORDJ10627,2018-01-30,08:50:42,Breakfast,TP,"[('Eggs', 6), ('Pancake', 2)]",180.5,-37.8054056,144.9967164,0,11.182,13.7929696
ORDK10434,2018-04-12,11:22:49,Breakfast,BK,"[('Cereal', 10), ('Pancake', 8), ('Coffee', 5)]",441.5,-37.8000629,144.9321884,0,10.488,15.8164966
ORDY02984,2018-08-02,15:05:54,Lunch,TP,"[('Salad', 9), ('Steak', 7), ('Fries', 6)]",541.8,-37.8117298,144.9910722,0,10.202,13.9887146
ORDI10105,2018-08-20,15:36:20,Lunch,NS,"[('Fries', 6), ('Salad', 9), ('Chicken', 9)]",514.8,-37.8040778,144.9535933,0,8.116,13.4774851
ORDI10273,2018-07-24,14:45:38,Lunch,NS,"[('Burger', 4), ('Salad', 3), ('Steak', 1), ('Chicken', 8), ('Fries', 5)]",536.6,-37.803498,144.949693,0,8.32,13.6031119
ORDJ05139,2018-12-27,20:00:00,Dinner,TP,"[('Salmon', 9), ('Pasta', 5), ('Shrimp', 7)]",884.5,-37.8118059,144.9712932,0,8.74,12.5518381
ORDC04279,2018-08-21,15:36:20,Lunch,NS,"[('Fries', 4), ('Burger', 7), ('Salad', 7), ('Chicken', 3)]",481.4,-37.8114828,144.9441811,0,10.047,15.4887507
ORDX00715,2018-05-01,11:53:14,Breakfast,BK,"[('Eggs', 10), ('Coffee', 9), ('Pancake', 5)]",408.75,-37.8043725,144.9707605,0,7.18,12.0923374
ORDI02883,2018-09-20,16:37:10,Dinner,NS,"[('Pasta', 8), ('Salmon', 8), ('Fish&Chips', 10)]",898.0,-37.8253443,145.014738,0,12.008,26.49138405
ORDY02987,2018-08-28,15:56:37,Lunch,TP,"[('Burger', 1), ('Fries', 2), ('Steak', 9), ('Salad', 6), ('Chicken', 8)]",819.2,-37.8127679,144.9485439,0,10.303,13.7891261
ORDY03501,2018-03-07,10:01:41,Breakfast,TP,"[('Pancake', 9), ('Eggs', 6), ('Cereal', 6), ('Coffee', 2)]",491.25,-37.8051966,144.947812,0,9.793,12.0647189
ORDA09844,2018-07-31,14:55:46,Lunch,BK,"[('Chicken', 7), ('Salad', 10), ('Fries', 4), ('Steak', 2), ('Burger', 2)]",596.0,-37.8055792,144.9813172,0,6.519,12.6009859
ORDA05265,2018-02-07,09:10:59,Breakfast,BK,"[('Coffee', 2), ('Eggs', 1)]",37.0,-37.8097512,144.9728269,0,6.681,11.7614132
ORDA06039,2018-11-19,18:38:52,Dinner,BK,"[('Fish&Chips', 4), ('Salmon', 9)]",509.0,-37.8189749,145.0081364,0,4.14,10.6352115
ORDC03583,2018-10-07,17:17:44,Dinner,NS,"[('Shrimp', 6), ('Fish&Chips', 2), ('Salmon', 3)]",517.0,-37.8212486,144.9613678,0,9.063,17.5534992
ORDX10232,2018-07-22,14:35:29,Lunch,BK,"[('Salad', 8), ('Fries', 4), ('Burger', 8), ('Steak', 4), ('Chicken', 8)]",869.6,-37.8086333,144.9475917,0,9.016,17.89767
ORDY10239,2018-06-26,13:44:47,Lunch,TP,"[('Fries', 1), ('Salad', 2), ('Chicken', 3), ('Steak', 2), ('Burger', 4)]",356.4,-37.8254119,144.9846648,0,8.983,12.6381561
ORDK09532,2018-11-26,18:59:09,Dinner,BK,"[('Pasta', 5), ('Fish&Chips', 9), ('Salmon', 10), ('Shrimp', 3)]",1024.5,-37.8061239,144.9583036,0,7.852,14.4126273
ORDA06437,2018-11-23,18:49:00,Dinner,BK,"[('Salmon', 3), ('Shrimp', 6)]",447.0,-37.8012603,144.9747488,0,7.149,13.9957518
ORDY08880,2018-03-30,10:52:23,Breakfast,TP,"[('Pancake', 2), ('Coffee', 10), ('Eggs', 2), ('Cereal', 6)]",293.5,-37.8010546,144.956769,0,9.613,12.530952
ORDJ01626,2018-11-06,18:18:35,Dinner,TP,"[('Fish&Chips', 2), ('Shrimp', 6), ('Pasta', 1), ('Salmon', 2)]",503.5,-37.8102544,144.9611654,0,8.51,12.6063545
